,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
29289,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,55,1,1125,33,12,2018-02-19,93
29290,Queens,House,Private room,2,1,1,1,Real Bed,33,1,1125,161,194,2018-02-13,93
29291,Queens,House,Private room,3,1,1,2,Real Bed,45,1,1125,177,143,2018-02-05,93
29292,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,2,1125,69,0,,0
29293,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,80,5,90,358,0,,0
29294,Brooklyn,Apartment,Entire home/apt,10,1,4,4,Real Bed,200,2,1125,259,25,2018-01-21,98
29295,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,102,3,45,18,5,2018-01-01,100
29296,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,130,2,1125,0,2,2017-07-02,100
29297,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,95,4,1125,202,1,2017-08-26,100
29298,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,127,1,3,180,6,2018-01-01,90
29299,Queens,House,Private room,2,1,1,1,Real Bed,45,1,1125,179,148,2018-02-16,92
29300,Brooklyn,Apartment,Private room,1,2,1,3,Real Bed,45,2,15,0,1,2017-01-02,100
29301,Manhattan,Apartment,Shared room,1,1.5,1,2,Real Bed,56,5,1125,365,3,2017-10-03,100
29302,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,100,1,30,0,0,,0
29303,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,105,2,1125,342,47,2018-02-21,92
29304,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,82,2,1125,0,2,2017-11-28,100
29305,Brooklyn,Apartment,Entire home/apt,6,1.5,2,4,Real Bed,220,2,1125,0,2,2018-01-01,100
29306,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,1,1125,317,29,2018-02-01,99
29307,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,7,1125,0,0,,0
29308,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,155,1,1125,0,0,,0
29309,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,120,3,1125,0,1,2017-01-14,100
29310,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,300,3,7,90,0,,0
29311,Brooklyn,Apartment,Entire home/apt,6,2,2,4,Real Bed,450,2,1125,0,0,,0
29312,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95,7,1125,0,5,2017-07-31,88
29313,Brooklyn,Apartment,Entire home/apt,6,2,2,2,Real Bed,350,2,7,0,0,,0
29314,Queens,Apartment,Entire home/apt,4,1,1,2,Real Bed,99,4,11,0,1,2017-01-02,80
29316,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,38,20,1125,75,3,2017-03-19,87
29317,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,90,5,1125,0,0,,0
29318,Queens,Apartment,Private room,1,1.5,1,1,Real Bed,33,3,13,0,2,2016-12-31,100
29319,Bronx,Apartment,Entire home/apt,1,1,1,1,Real Bed,125,7,8,90,0,,0
29320,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,160,2,31,304,21,2018-01-02,93
29321,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,43,3,14,0,1,2017-06-11,100
29322,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35,15,90,0,0,,0
29323,Queens,Apartment,Private room,1,1.5,1,1,Real Bed,40,5,29,0,0,,0
29324,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,2,1124,63,9,2018-02-18,93
29325,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,68,2,9,0,4,2017-01-24,95
29326,Queens,Apartment,Private room,2,2,1,1,Real Bed,65,4,6,0,20,2017-12-27,88
29327,Brooklyn,Apartment,Shared room,2,1,1,4,Real Bed,37,1,27,356,25,2018-02-24,100
29328,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,95,7,1125,277,9,2018-01-05,91
29329,Brooklyn,Loft,Entire home/apt,2,1,1,2,Real Bed,230,2,1125,0,12,2017-10-30,98
29330,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,125,2,7,0,3,2017-04-08,100
29331,Brooklyn,House,Entire home/apt,3,1,1,1,Real Bed,71,1,15,68,56,2018-02-24,96
29332,Bronx,House,Entire home/apt,5,1,2,2,Real Bed,150,2,60,179,4,2017-10-15,100
29333,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,225,2,1125,89,2,2017-07-22,90
29334,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50,5,1125,0,1,2017-01-28,80
29335,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,8,1125,58,10,2018-01-23,97
29336,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,7,15,73,3,2018-02-21,100
29337,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,1125,105,22,2018-02-04,89
29338,Brooklyn,House,Private room,2,1,1,1,Real Bed,45,1,1125,332,24,2018-01-03,88
29339,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,75,5,1125,0,1,2017-08-27,100
29340,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50,1,1125,0,2,2017-10-25,100
29341,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,2,11,0,1,2017-01-01,100
29342,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,1,1125,0,1,2017-03-27,0
29343,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,180,2,1125,90,0,,0
29344,Bronx,House,Private room,3,4,1,2,Real Bed,55,3,31,358,42,2018-02-16,87
29345,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,5,25,3,21,2018-02-28,96
29346,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,6,1125,75,3,2018-01-01,100
29347,Brooklyn,Apartment,Private room,2,0,1,1,Real Bed,50,2,5,67,5,2017-05-16,100
29348,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,135,2,1125,89,2,2018-01-02,100
29349,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,135,2,38,71,7,2018-02-06,94
29350,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,55,7,365,0,0,,0
29351,Brooklyn,House,Entire home/apt,4,1,2,2,Real Bed,180,3,50,0,0,,0
29352,Queens,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,0,2,2017-01-20,100
29353,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,129,30,1125,127,8,2017-10-27,86
29354,Manhattan,Apartment,Entire home/apt,4,1,3,2,Real Bed,255,2,7,0,1,2017-01-01,100
29355,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,108,2,1125,0,3,2017-05-28,87
29356,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,142,1,2,70,23,2017-12-10,98
29357,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,50,2,1125,0,2,2017-03-02,90
29358,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,49,1,1125,62,7,2017-12-21,77
29359,Brooklyn,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,275,3,1125,260,40,2018-02-24,98
29360,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,62,2,1125,159,2,2017-09-06,100
29361,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,385,3,1125,37,2,2018-01-06,100
29362,Queens,Apartment,Private room,1,1,1,1,Real Bed,30,20,1125,180,15,2017-10-29,96
29363,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,2,7,0,3,2017-04-22,100
29364,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,109,2,1125,0,2,2017-01-14,90
29365,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,6,90,75,26,2018-02-10,99
29366,Manhattan,Apartment,Entire home/apt,3,1,1,1,Couch,450,3,20,6,8,2018-01-12,100
29367,Manhattan,Boutique hotel,Entire home/apt,4,1,0,2,Real Bed,149,2,7,0,2,2017-01-01,100
29368,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,190,2,30,58,3,2017-02-03,100
29370,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,45,5,1125,0,4,2017-06-10,100
29371,Manhattan,Apartment,Entire home/apt,6,1,3,3,Real Bed,400,2,7,0,0,,0
29372,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,2,1125,320,25,2017-12-13,97
29373,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,120,4,28,338,41,2018-01-06,90
29374,Brooklyn,House,Private room,2,2,1,1,Real Bed,110,1,1125,246,1,2017-12-04,100
29375,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,220,4,1125,0,1,2017-01-02,100
29376,Manhattan,Townhouse,Private room,4,1,2,2,Real Bed,135,2,7,166,9,2017-11-07,100
29377,Queens,Apartment,Entire home/apt,4,1,2,2,Real Bed,155,1,1125,362,9,2017-11-09,98
29378,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,1,1125,90,2,2016-12-29,100
29379,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,4,1125,0,0,,0
29380,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,85,4,1125,8,2,2017-08-19,100
29381,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,4,10,0,2,2018-01-02,100
29382,Brooklyn,Apartment,Entire home/apt,1,1,1,1,Real Bed,60,3,7,0,4,2017-10-01,100
29383,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,75,3,1125,0,0,,0
29384,Bronx,House,Private room,2,4,1,1,Real Bed,50,3,31,359,28,2018-01-25,89
29385,Manhattan,Apartment,Entire home/apt,12,1,4,12,Real Bed,500,3,29,121,15,2018-01-15,87
29386,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,59,2,1125,64,10,2018-02-11,96
29387,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,2,14,89,2,2017-01-01,100
29388,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59,2,1125,41,10,2017-09-17,90
29389,Manhattan,Apartment,Private room,4,1,1,1,Real Bed,165,3,7,0,0,,0
29390,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,127,1,1125,179,30,2018-01-01,81
29391,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,100,2,1125,0,1,2017-01-02,100
29392,Manhattan,Apartment,Private room,1,2,1,1,Real Bed,43,5,150,0,5,2018-02-01,100
29393,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,2,30,0,5,2017-11-08,100
29394,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,3,1125,0,3,2017-03-17,100
29395,Brooklyn,Apartment,Entire home/apt,5,1,2,2,Real Bed,150,5,10,0,2,2018-01-01,100
29396,Queens,Apartment,Private room,2,1,1,1,Real Bed,50,2,23,0,1,2017-01-02,40
29397,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,59,5,30,0,1,2017-01-01,100
29398,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,45,1,1125,0,4,2017-06-24,100
29399,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,125,3,60,0,10,2018-01-02,90
29400,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,170,3,1125,0,2,2018-01-01,80
29401,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,36,4,1125,91,2,2017-07-15,80
29402,Queens,House,Entire home/apt,11,1,2,5,Real Bed,85,2,29,138,67,2018-02-20,84
29403,Manhattan,Apartment,Entire home/apt,2,1,0,2,Real Bed,120,6,32,0,1,2017-01-05,80
29404,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,68,30,120,246,17,2018-01-28,100
29405,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,147,2,3,326,17,2018-01-01,96
29406,Manhattan,Apartment,Private room,2,1,2,2,Real Bed,63,1,100,5,25,2017-12-30,97
29407,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,2,1125,179,25,2018-01-01,74
29408,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,230,1,1125,131,43,2018-03-01,94
29409,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,65,2,24,0,2,2017-01-08,60
29410,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,4,1125,11,9,2018-02-18,100
29411,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,1,14,364,4,2017-01-22,40
29412,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135,1,5,0,0,,0
29413,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,7,1114,0,0,,0
29414,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,95,4,1125,0,0,,0
29415,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,200,7,1125,0,0,,0
29416,Brooklyn,Apartment,Entire home/apt,2,1,0,2,Real Bed,75,2,15,223,26,2018-01-02,100
29417,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,125,1,1125,181,54,2018-02-19,94
29418,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,3,1125,58,3,2017-09-11,100
29419,Queens,Apartment,Private room,2,1,1,1,Real Bed,48,1,1125,48,16,2018-02-21,89
29420,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,120,1,20,114,18,2017-09-25,91
29421,Manhattan,Apartment,Entire home/apt,2,2,1,1,Real Bed,149,4,1125,32,5,2018-01-08,100
29422,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,69,2,40,69,0,,0
29423,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,1,1125,0,0,,0
29424,Manhattan,Loft,Entire home/apt,4,1,2,3,Real Bed,290,2,4,0,5,2017-04-16,95
29425,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,100,4,6,90,1,2017-03-17,100
29426,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,46,1,1079,3,7,2017-11-27,94
29427,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,119,2,4,0,0,,0
29428,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,3,100,38,27,2018-02-26,99
29429,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,275,2,30,77,7,2018-01-01,100
29430,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,95,1,1125,277,7,2018-01-01,83
29431,Brooklyn,Apartment,Entire home/apt,8,1,3,3,Real Bed,429,4,14,178,6,2018-01-01,97
29432,Brooklyn,House,Private room,2,3,1,1,Real Bed,30,2,1125,90,6,2018-01-10,90
29433,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,120,2,14,83,0,,0
29434,Manhattan,Apartment,Entire home/apt,5,2,2,2,Real Bed,400,3,30,0,11,2018-02-03,96
29435,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,3,10,2,4,2018-01-01,93
29436,Brooklyn,House,Entire home/apt,5,1,1,3,Real Bed,130,2,14,100,77,2018-02-26,98
29437,Brooklyn,House,Private room,6,1.5,1,2,Real Bed,80,4,60,262,15,2018-02-21,99
29438,Bronx,House,Private room,2,2,1,1,Real Bed,45,7,1125,248,4,2018-01-05,100
29439,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,3,1125,0,6,2017-10-21,85
29440,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,2,1125,0,1,2016-12-30,100
29441,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,7,0,0,,0
29442,Manhattan,Apartment,Private room,1,2,1,1,Real Bed,50,7,1125,89,0,,0
29443,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,65,3,1125,0,4,2017-09-08,73
29444,Brooklyn,Apartment,Shared room,2,1,1,1,Real Bed,80,3,6,363,1,2017-12-30,20
29445,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80,7,25,0,0,,0
29446,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,65,4,1125,0,0,,0
29447,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,2,30,90,2,2017-01-04,90
29448,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,200,4,1125,5,2,2018-01-01,100
29449,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,45,2,1125,0,3,2016-12-26,100
29450,Brooklyn,Apartment,Private room,2,1,1,1,Futon,85,5,17,1,1,2017-01-04,100
29451,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,60,2,1125,364,58,2018-01-02,93
29452,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,300,2,1125,0,1,2017-05-14,100
29453,Queens,Apartment,Private room,1,2,1,1,Real Bed,119,1,14,0,0,,0
29454,Queens,Apartment,Private room,4,2,1,2,Real Bed,110,1,1125,0,14,2017-06-03,83
29455,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,300,3,1087,257,1,2017-01-01,100
29456,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,300,2,1125,363,0,,0
29457,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,38,1,1125,0,3,2017-01-14,100
29458,Manhattan,Apartment,Private room,1,1.5,1,2,Real Bed,60,21,1125,361,2,2017-12-09,70
29459,Manhattan,Apartment,Shared room,1,1.5,1,2,Real Bed,56,5,1125,323,6,2018-01-21,93
29460,Brooklyn,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,50,4,10,0,0,,0
29461,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,220,3,1125,89,4,2017-12-10,100
29462,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,1125,38,2,2018-02-27,100
29463,Brooklyn,Apartment,Entire home/apt,4,2,2,2,Real Bed,285,4,15,0,0,,0
29464,Brooklyn,Apartment,Entire home/apt,3,1,2,2,Real Bed,165,5,120,300,2,2018-01-04,80
29465,Queens,Apartment,Private room,2,1,1,1,Real Bed,33,1,365,86,37,2018-01-02,90
29466,Manhattan,Apartment,Entire home/apt,5,1,3,3,Real Bed,499,1,4,0,0,,0
29467,Brooklyn,Apartment,Entire home/apt,5,1,1,2,Real Bed,132,3,1125,6,6,2017-11-25,97
29468,Queens,Apartment,Entire home/apt,5,1,2,2,Real Bed,225,7,16,0,1,2016-12-30,60
29469,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,110,1,1125,0,0,,0
29470,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,68,5,1125,19,2,2017-01-10,90
29471,Queens,Apartment,Private room,2,1,1,1,Real Bed,59,3,31,0,1,2018-01-04,100
29472,Queens,Apartment,Entire home/apt,5,1,1,4,Real Bed,95,4,20,75,9,2018-01-01,85
29473,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,80,4,1125,363,8,2018-02-06,100
29474,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,218,6,1125,0,0,,0
29475,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,215,5,1125,23,1,2018-01-06,100
29476,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,67,1,1125,0,2,2017-02-01,100
29477,Queens,Apartment,Private room,2,1,1,1,Real Bed,100,4,1125,88,2,2017-12-26,0
29478,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,1,6,89,21,2017-12-10,99
29479,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,139,3,180,71,1,2017-12-17,100
29480,Manhattan,Apartment,Shared room,3,1,1,2,Airbed,79,2,9,90,13,2017-06-05,90
29481,Brooklyn,House,Entire home/apt,5,1,1,3,Real Bed,109,2,1125,340,53,2018-02-11,98
29482,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,210,3,365,29,9,2017-09-04,96
29483,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,105,1,1125,58,60,2018-02-17,98
29484,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,108,4,6,0,0,,0
29485,Brooklyn,Apartment,Entire home/apt,7,2,3,3,Real Bed,250,2,5,0,0,,0
29486,Brooklyn,Apartment,Shared room,2,1,1,1,Real Bed,50,2,7,0,1,2016-12-18,100
29487,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,84,10,1125,63,5,2017-12-02,80
29488,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70,5,1125,0,3,2017-10-07,90
29489,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,1,7,0,0,,0
29490,Bronx,Apartment,Private room,2,1,1,1,Real Bed,50,2,1125,178,13,2017-12-26,91
29491,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,2,20,3,16,2018-02-25,98
29492,Brooklyn,Apartment,Private room,1,1,0,1,Real Bed,55,3,10,185,0,,0
29493,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,230,5,1125,28,9,2018-01-19,100
29494,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,122,2,8,0,0,,0
29495,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,3,13,60,3,2017-05-09,100
29496,Brooklyn,Apartment,Private room,3,1.5,1,1,Real Bed,34,3,1125,0,5,2017-02-09,75
29497,Queens,House,Private room,4,1,2,2,Real Bed,100,1,14,90,8,2017-11-20,93
29498,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,1125,0,1,2017-01-08,100
29499,Manhattan,Apartment,Private room,1,1,0,1,Real Bed,100,3,9,0,0,,0
29500,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,199,2,1125,0,1,2017-01-02,100
29501,Queens,Apartment,Entire home/apt,7,1,2,4,Real Bed,175,3,1125,326,41,2018-01-29,92
29502,Manhattan,Apartment,Entire home/apt,4,1.5,3,2,Real Bed,190,1,1125,0,0,,0
29503,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,239,8,1125,0,4,2017-12-31,100
29504,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,64,2,14,0,3,2017-01-02,87
29505,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,2,30,0,1,2017-01-03,100
29506,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,3,1125,0,0,,0
29507,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,2,17,79,37,2018-02-04,97
29508,Manhattan,Apartment,Entire home/apt,6,2,3,3,Real Bed,699,4,1125,346,17,2017-07-22,86
29509,Manhattan,Apartment,Private room,3,1,0,1,Real Bed,250,1,7,364,0,,0
29510,Queens,House,Private room,2,1,1,1,Real Bed,35,1,1125,0,0,,0
29512,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,153,2,14,0,8,2017-12-29,95
29513,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,2,1125,0,9,2017-05-28,96
29514,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,290,6,22,89,0,,0
29515,Brooklyn,Apartment,Private room,1,1.5,4,1,Real Bed,60,3,1125,0,0,,0
29516,Brooklyn,House,Entire home/apt,7,1.5,2,2,Real Bed,264,2,30,0,2,2017-03-27,100
29517,Manhattan,Apartment,Private room,3,1,1,2,Real Bed,100,1,1125,0,36,2017-11-26,83
29518,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,155,3,30,0,1,2017-01-08,100
29519,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,115,2,1125,286,30,2018-01-07,92
29520,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,5,1125,0,9,2017-06-16,98
29521,Manhattan,Hostel,Private room,1,1,0,1,Real Bed,82,1,31,357,33,2018-01-18,91
29522,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,2,10,0,0,,0
29523,Brooklyn,Apartment,Private room,3,1,0,2,Real Bed,110,2,15,365,1,2017-12-19,0
29524,Manhattan,Hostel,Private room,1,1,0,1,Real Bed,82,1,31,351,71,2018-02-07,91
29525,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,20,1125,68,1,2017-03-19,100
29526,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,55,7,1125,0,2,2017-01-02,100
29527,Queens,Apartment,Private room,3,1,1,2,Real Bed,85,1,1125,364,13,2017-11-29,95
29528,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,79,30,120,179,1,2017-05-10,0
29529,Brooklyn,House,Private room,1,1,1,1,Real Bed,28,1,30,0,7,2017-03-01,100
29530,Queens,Apartment,Private room,2,1,1,1,Real Bed,45,1,10,0,2,2017-01-02,100
29531,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,120,1,1125,0,2,2017-05-16,90
29532,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,3,1125,0,5,2017-07-13,100
29533,Manhattan,Apartment,Private room,2,2,2,1,Real Bed,89,1,31,170,39,2018-02-26,97
29534,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,30,1125,0,2,2016-12-31,90
29535,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,50,3,1125,0,0,,0
29536,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,570,1,1125,180,0,,0
29537,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,3,30,0,1,2017-01-04,100
29538,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,3,1125,0,6,2018-02-24,100
29539,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,2,1125,348,4,2017-08-12,95
29540,Brooklyn,Apartment,Private room,2,2,0,1,Real Bed,60,7,31,0,1,2017-01-09,40
29541,Manhattan,Apartment,Shared room,1,1,1,1,Real Bed,40,1,4,0,0,,0
29542,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,99,1,28,0,6,2018-01-01,97
29543,Brooklyn,Apartment,Entire home/apt,6,1,2,2,Real Bed,225,1,4,0,0,,0
29544,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,3,60,0,12,2017-07-31,96
29545,Brooklyn,Apartment,Entire home/apt,5,1,2,3,Real Bed,240,1,1125,317,57,2018-02-18,98
29546,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,7,15,0,0,,0
29547,Queens,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,68,3,14,0,1,2017-01-02,100
29548,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,4,7,0,2,2017-05-27,90
29549,Manhattan,Apartment,Private room,2,1,0,1,Real Bed,70,7,1125,0,1,2017-01-02,100
29550,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,51,48,60,10,2,2017-08-08,100
29551,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,4,8,0,3,2018-01-01,100
29552,Queens,House,Private room,1,1,1,1,Real Bed,33,1,1125,269,15,2018-01-01,97
29553,Bronx,Apartment,Entire home/apt,8,1,3,3,Real Bed,74,2,1125,80,0,,0
29554,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,2,5,0,0,,0
29555,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,75,7,30,0,0,,0
29556,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,7,75,0,0,,0
29557,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,245,2,28,343,42,2018-02-17,86
29558,Queens,House,Private room,1,1,1,1,Real Bed,37,1,1125,0,4,2017-01-10,95
