neighbourhoodGroup,neighbourhood,latitude,longitude,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,price,availability
Brooklyn,Bushwick,40.69896989,-73.92704539,Apartment,Private room,1,1,1,1,Real Bed,62,0
Brooklyn,Bushwick,40.70003916,-73.91790502,Apartment,Private room,2,1,1,1,Real Bed,62,89
Brooklyn,Bushwick,40.70154987,-73.9268234,Loft,Private room,2,1,1,1,Real Bed,62,329
Brooklyn,Bushwick,40.68336404,-73.90714902,Loft,Private room,2,1,1,1,Real Bed,62,19
Brooklyn,Bushwick,40.69287605,-73.90374166,Apartment,Private room,2,2,1,1,Real Bed,62,365
Brooklyn,Bushwick,40.69515636,-73.92257912,House,Private room,6,2,1,3,Real Bed,61,360
Brooklyn,Bushwick,40.69331596,-73.91216498,Apartment,Private room,2,1.5,1,1,Real Bed,61,138
Brooklyn,Bushwick,40.69961512,-73.91645732,Apartment,Private room,2,1,1,1,Real Bed,61,333
Brooklyn,Bushwick,40.70107947,-73.92889801,Apartment,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70443502,-73.92004589,Apartment,Private room,2,1,1,1,Real Bed,60,90
Brooklyn,Bushwick,40.68924097,-73.90720803,Guest suite,Private room,2,1,1,1,Real Bed,60,179
Brooklyn,Bushwick,40.6916059,-73.9073105,Apartment,Private room,2,1,1,1,Real Bed,60,81
Brooklyn,Bushwick,40.69856621,-73.93714926,Apartment,Private room,2,2,2,1,Real Bed,60,329
Brooklyn,Bushwick,40.69410235,-73.9110345,Apartment,Private room,2,1,1,1,Real Bed,60,88
Brooklyn,Bushwick,40.69991021,-73.92493209,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69047606,-73.92146043,Apartment,Private room,2,1,1,1,Real Bed,60,84
Brooklyn,Bushwick,40.69714659,-73.92242651,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70039648,-73.92658377,Apartment,Private room,4,2,1,1,Real Bed,60,62
Brooklyn,Bushwick,40.6915934,-73.91287337,Townhouse,Private room,2,1,1,1,Real Bed,60,178
Brooklyn,Bushwick,40.69512672,-73.90951182,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68822736,-73.9082535,Apartment,Private room,3,1,1,2,Real Bed,60,227
Brooklyn,Bushwick,40.68623748,-73.90913284,Apartment,Private room,2,1,1,1,Real Bed,60,360
Brooklyn,Bushwick,40.6995688,-73.92424671,Apartment,Private room,2,1,1,1,Real Bed,60,58
Brooklyn,Bushwick,40.69298803,-73.90441858,Apartment,Private room,5,2,1,4,Real Bed,60,354
Brooklyn,Bushwick,40.69977038,-73.9353891,Apartment,Private room,2,1,1,1,Real Bed,60,48
Brooklyn,Bushwick,40.7007335,-73.92913275,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6872237,-73.90868738,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69635732,-73.91470629,Apartment,Private room,1,1.5,1,1,Real Bed,60,95
Brooklyn,Bushwick,40.70381414,-73.92836914,Apartment,Private room,2,1.5,1,1,Real Bed,60,308
Brooklyn,Bushwick,40.6988208,-73.91770919,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68853445,-73.91523649,House,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68970061,-73.91511909,Apartment,Private room,4,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70050412,-73.94031764,Apartment,Private room,2,2,1,1,Real Bed,60,363
Brooklyn,Bushwick,40.68539378,-73.9102748,Apartment,Shared room,2,1,1,1,Couch,60,365
Brooklyn,Bushwick,40.69927471,-73.92133329,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70077792,-73.92292321,Apartment,Private room,2,1,1,1,Real Bed,60,365
Brooklyn,Bushwick,40.70031652,-73.91684326,Apartment,Private room,1,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69159629,-73.90450048,Apartment,Private room,4,2,1,3,Real Bed,60,357
Brooklyn,Bushwick,40.69698862,-73.91531461,Apartment,Private room,2,1,1,1,Real Bed,60,33
Brooklyn,Bushwick,40.68610285,-73.90977078,Apartment,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.7016637,-73.93765012,Apartment,Private room,1,1,1,1,Real Bed,60,28
Brooklyn,Bushwick,40.70588893,-73.92286634,Apartment,Private room,2,1,1,1,Real Bed,60,224
Brooklyn,Bushwick,40.69810975,-73.93051399,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68158359,-73.90803854,Apartment,Private room,3,1,1,2,Real Bed,60,349
Brooklyn,Bushwick,40.70156356,-73.92089185,Loft,Private room,2,1,1,1,Real Bed,60,87
Brooklyn,Bushwick,40.69292743,-73.90528935,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68810062,-73.91311676,Apartment,Private room,2,2,1,1,Real Bed,60,92
Brooklyn,Bushwick,40.70346659,-73.92763893,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70004832,-73.91551492,Apartment,Private room,1,1.5,1,1,Real Bed,60,62
Brooklyn,Bushwick,40.69297186,-73.92447025,House,Private room,2,1.5,1,1,Real Bed,60,363
Brooklyn,Bushwick,40.68928679,-73.90729983,Apartment,Private room,2,0.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6961731,-73.92225212,Apartment,Private room,2,1,1,1,Real Bed,60,308
Brooklyn,Bushwick,40.69972231,-73.91954574,Condominium,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70082082,-73.92375159,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68918382,-73.91217204,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69113439,-73.91500649,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70543948,-73.91992749,Apartment,Private room,2,1,1,1,Real Bed,60,90
Brooklyn,Bushwick,40.70289371,-73.92594441,Apartment,Private room,2,1,1,1,Real Bed,60,12
Brooklyn,Bushwick,40.69640304,-73.92690013,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69762806,-73.93101648,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70396424,-73.92320156,Apartment,Entire home/apt,6,1,2,3,Real Bed,60,268
Brooklyn,Bushwick,40.69076798,-73.91330416,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,60,4
Brooklyn,Bushwick,40.69296764,-73.91250347,Apartment,Private room,7,1,1,5,Real Bed,60,173
Brooklyn,Bushwick,40.68610078,-73.91241208,Apartment,Private room,2,1,1,1,Real Bed,60,38
Brooklyn,Bushwick,40.70038301,-73.93754398,Apartment,Private room,1,1.5,1,1,Real Bed,60,87
Brooklyn,Bushwick,40.69486456,-73.9064855,Apartment,Private room,1,1,1,1,Futon,60,271
Brooklyn,Bushwick,40.70192415,-73.91451548,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.701127,-73.92204768,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69824245,-73.93231393,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70222747,-73.91479798,Apartment,Private room,2,2,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69748734,-73.92853095,Apartment,Private room,2,1.5,1,1,Real Bed,60,365
Brooklyn,Bushwick,40.69364613,-73.91090041,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68682675,-73.90732676,Townhouse,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70113809,-73.91705003,Apartment,Private room,2,1,1,1,Real Bed,60,23
Brooklyn,Bushwick,40.70179824,-73.91822792,Apartment,Entire home/apt,2,1,2,2,Futon,60,0
Brooklyn,Bushwick,40.69872042,-73.93754772,House,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69219732,-73.923991,Apartment,Private room,2,1,1,2,Real Bed,60,179
Brooklyn,Bushwick,40.70298557,-73.92693345,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69311685,-73.9058214,Apartment,Private room,3,1,1,3,Real Bed,60,0
Brooklyn,Bushwick,40.70067983,-73.92292882,Apartment,Private room,2,2,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68470907,-73.90906356,Guest suite,Private room,2,1,1,1,Real Bed,60,294
Brooklyn,Bushwick,40.69838381,-73.91964978,Apartment,Shared room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69626766,-73.92747198,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69691438,-73.92513315,Apartment,Private room,2,1,1,1,Real Bed,60,32
Brooklyn,Bushwick,40.68979897,-73.91568347,Apartment,Private room,2,1,1,1,Real Bed,60,3
Brooklyn,Bushwick,40.69425871,-73.92423824,Apartment,Private room,2,1,1,2,Real Bed,60,175
Brooklyn,Bushwick,40.69723491,-73.92510905,House,Private room,3,1,2,2,Real Bed,60,164
Brooklyn,Bushwick,40.7023243,-73.92935156,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68466853,-73.9066369,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69682392,-73.9231836,Apartment,Private room,2,2,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.7035174,-73.93103603,Apartment,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70478461,-73.92766719,Apartment,Private room,2,0.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69987478,-73.93216275,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70112775,-73.92298964,Loft,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69739876,-73.92486936,Loft,Private room,2,1,1,1,Real Bed,60,298
Brooklyn,Bushwick,40.69807811,-73.92054403,Apartment,Private room,1,1,1,1,Real Bed,60,310
Brooklyn,Bushwick,40.70033377,-73.92634689,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70038893,-73.93009252,Serviced apartment,Private room,2,1,1,1,Real Bed,60,33
Brooklyn,Bushwick,40.70137651,-73.92167821,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69129104,-73.90522735,Apartment,Private room,2,1.5,1,1,Real Bed,60,155
Brooklyn,Bushwick,40.69237125,-73.92097094,Apartment,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70414386,-73.92380279,Apartment,Private room,1,1,1,1,Airbed,60,90
Brooklyn,Bushwick,40.70014413,-73.92185363,Apartment,Private room,1,1,1,1,Real Bed,60,66
Brooklyn,Bushwick,40.69931567,-73.92608848,Apartment,Private room,2,1,1,1,Real Bed,60,66
Brooklyn,Bushwick,40.69807914,-73.93173752,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70206067,-73.92963634,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6976964,-73.93151471,Apartment,Private room,3,1,1,1,Real Bed,60,338
Brooklyn,Bushwick,40.70170569,-73.91343758,Apartment,Private room,2,1,1,1,Real Bed,60,198
Brooklyn,Bushwick,40.70182451,-73.92551832,Apartment,Private room,2,1,1,1,Real Bed,60,58
Brooklyn,Bushwick,40.70247444,-73.91793457,Apartment,Private room,1,1,1,1,Real Bed,60,77
Brooklyn,Bushwick,40.70425019,-73.92623637,Apartment,Private room,1,1,1,1,Real Bed,60,81
Brooklyn,Bushwick,40.70111513,-73.91201035,Apartment,Private room,2,2,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6983459,-73.91941554,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69554311,-73.92458132,Loft,Private room,2,1,1,1,Real Bed,60,308
Brooklyn,Bushwick,40.69949837,-73.92089278,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69502291,-73.91259285,Apartment,Private room,2,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6989551,-73.93050469,Apartment,Private room,4,1,2,2,Real Bed,60,65
Brooklyn,Bushwick,40.70024504,-73.92175499,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68161042,-73.90795644,Apartment,Private room,4,1,1,2,Real Bed,60,199
Brooklyn,Bushwick,40.69242277,-73.90441065,Apartment,Private room,1,1,1,1,Real Bed,60,153
Brooklyn,Bushwick,40.69435319,-73.9185223,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68949362,-73.91190983,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69755159,-73.92373396,Apartment,Private room,2,1,1,1,Real Bed,60,100
Brooklyn,Bushwick,40.69807538,-73.91279576,Other,Private room,2,1,1,1,Real Bed,60,336
Brooklyn,Bushwick,40.70195067,-73.926335,Apartment,Private room,2,2,1,1,Real Bed,60,6
Brooklyn,Bushwick,40.69649834,-73.91036241,Apartment,Private room,2,1,1,1,Real Bed,60,85
Brooklyn,Bushwick,40.70783519,-73.9205426,Apartment,Private room,2,1,1,1,Real Bed,60,88
Brooklyn,Bushwick,40.69225865,-73.92681197,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69899342,-73.92920163,Apartment,Private room,1,1.5,1,1,Real Bed,60,365
Brooklyn,Bushwick,40.6964669,-73.92494526,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.6957111,-73.92398257,Apartment,Private room,2,1,1,1,Real Bed,60,25
Brooklyn,Bushwick,40.70744675,-73.92041302,Apartment,Private room,2,1,1,2,Real Bed,60,337
Brooklyn,Bushwick,40.68754529,-73.91855534,Apartment,Private room,2,1,1,1,Real Bed,60,35
Brooklyn,Bushwick,40.69507568,-73.91179117,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70021492,-73.92241185,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68631136,-73.90948493,Apartment,Private room,2,1,1,1,Real Bed,60,319
Brooklyn,Bushwick,40.6980798,-73.93022134,Apartment,Private room,2,1,1,1,Real Bed,60,265
Brooklyn,Bushwick,40.69506613,-73.9222442,Apartment,Private room,2,1,1,1,Real Bed,60,90
Brooklyn,Bushwick,40.68251649,-73.90651484,House,Private room,1,2,1,1,Real Bed,60,364
Brooklyn,Bushwick,40.69835644,-73.92120349,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69274175,-73.92294976,Apartment,Private room,1,2,1,1,Real Bed,60,83
Brooklyn,Bushwick,40.68850447,-73.91952275,Loft,Private room,2,2,1,1,Real Bed,60,88
Brooklyn,Bushwick,40.69847654,-73.9374908,Apartment,Private room,6,0.5,1,3,Real Bed,60,146
Brooklyn,Bushwick,40.70253713,-73.92926637,Apartment,Private room,2,1,1,1,Real Bed,60,62
Brooklyn,Bushwick,40.70918028,-73.92182067,Loft,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69467045,-73.93113458,Apartment,Private room,2,1,1,1,Real Bed,60,164
Brooklyn,Bushwick,40.70086944,-73.92350693,Loft,Private room,2,1,1,1,Real Bed,60,101
Brooklyn,Bushwick,40.69318035,-73.91721815,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70269325,-73.92626243,Apartment,Private room,2,2,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70741133,-73.92238967,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70188102,-73.92894651,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68873032,-73.90856664,Apartment,Private room,1,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.70252253,-73.92787896,Apartment,Private room,2,1,1,1,Real Bed,60,54
Brooklyn,Bushwick,40.68704194,-73.90761466,Apartment,Private room,2,1,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.69950194,-73.91875243,Apartment,Private room,1,1.5,1,1,Real Bed,60,11
Brooklyn,Bushwick,40.70051304,-73.92010331,Apartment,Private room,2,1,1,1,Real Bed,60,332
Brooklyn,Bushwick,40.6998629,-73.92041344,Apartment,Private room,1,1.5,1,1,Real Bed,60,0
Brooklyn,Bushwick,40.68623129,-73.91320046,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,150
Brooklyn,Bushwick,40.69368689,-73.92292436,Apartment,Private room,4,2,1,3,Real Bed,59,359
Brooklyn,Bushwick,40.69665735,-73.93248,Apartment,Private room,1,3,1,1,Real Bed,59,25
Brooklyn,Bushwick,40.70155091,-73.92368597,Apartment,Private room,1,1,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.6945483,-73.9271453,Apartment,Private room,2,1,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.69926728,-73.91316482,Apartment,Private room,2,1,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.69530043,-73.92015016,Apartment,Private room,2,1,1,1,Real Bed,59,87
Brooklyn,Bushwick,40.69914347,-73.91497126,Apartment,Private room,2,1.5,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.69130036,-73.90998045,Apartment,Private room,1,2,1,1,Real Bed,59,340
Brooklyn,Bushwick,40.69916139,-73.92218635,Apartment,Private room,2,1,1,1,Real Bed,59,339
Brooklyn,Bushwick,40.6942964,-73.92143667,Townhouse,Private room,2,2,1,2,Real Bed,59,78
Brooklyn,Bushwick,40.70543753,-73.91827737,Apartment,Private room,2,1,1,1,Real Bed,59,33
Brooklyn,Bushwick,40.69451675,-73.92322007,Apartment,Private room,3,1,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.70290449,-73.92960005,Apartment,Private room,2,1,1,1,Real Bed,59,0
Brooklyn,Bushwick,40.69133265,-73.9136852,Apartment,Private room,2,1,1,1,Real Bed,59,87
Brooklyn,Bushwick,40.70504933,-73.92281093,Apartment,Private room,2,1.5,1,1,Real Bed,59,166
Brooklyn,Bushwick,40.6996596,-73.93241042,Apartment,Private room,2,1,1,1,Real Bed,59,365
Brooklyn,Bushwick,40.70745064,-73.92255144,Loft,Private room,3,1,1,1,Real Bed,59,365
Brooklyn,Bushwick,40.70462412,-73.92756061,Apartment,Private room,1,1,1,1,Real Bed,59,8
Brooklyn,Bushwick,40.69792944,-73.93433504,Apartment,Private room,2,1,1,1,Real Bed,59,57
Brooklyn,Bushwick,40.69831664,-73.92621912,House,Entire home/apt,5,1.5,2,3,Real Bed,59,53
Brooklyn,Bushwick,40.69414925,-73.92007055,Townhouse,Private room,2,1,1,2,Real Bed,59,87
Brooklyn,Bushwick,40.69150112,-73.91324419,House,Private room,2,1,1,1,Real Bed,59,63
Brooklyn,Bushwick,40.70499629,-73.92108686,Loft,Private room,1,1,1,1,Real Bed,58,365
Brooklyn,Bushwick,40.70564845,-73.92253876,Apartment,Private room,4,1.5,1,3,Real Bed,58,207
Brooklyn,Bushwick,40.69951817,-73.92966474,Apartment,Private room,2,1,1,1,Real Bed,58,78
Brooklyn,Bushwick,40.70257151,-73.92092677,Apartment,Private room,2,1,1,1,Real Bed,58,145
Brooklyn,Bushwick,40.69805667,-73.91530163,Apartment,Private room,2,1,1,1,Real Bed,58,129
Brooklyn,Bushwick,40.69882949,-73.93538769,Apartment,Private room,1,1,1,1,Real Bed,58,0
Brooklyn,Bushwick,40.68685101,-73.91105934,Apartment,Private room,2,1,1,1,Real Bed,58,90
Brooklyn,Bushwick,40.69371,-73.91211953,Apartment,Private room,2,1.5,1,1,Real Bed,58,150
Brooklyn,Bushwick,40.68376802,-73.90619634,Apartment,Private room,3,1,1,2,Real Bed,58,296
Brooklyn,Bushwick,40.68684155,-73.90976883,Loft,Private room,2,1.5,1,1,Real Bed,58,364
Brooklyn,Bushwick,40.69499021,-73.92829619,Apartment,Private room,2,2,1,1,Real Bed,58,20
Brooklyn,Bushwick,40.69812083,-73.93150824,Apartment,Private room,1,3,1,1,Real Bed,58,88
Brooklyn,Bushwick,40.69434573,-73.92955032,Apartment,Private room,2,1,1,1,Real Bed,57,363
Brooklyn,Bushwick,40.6959954,-73.91303072,Apartment,Private room,2,1,1,1,Real Bed,57,82
Brooklyn,Bushwick,40.69390549,-73.92468522,Apartment,Private room,6,2,1,4,Real Bed,57,360
Brooklyn,Bushwick,40.68751366,-73.91194102,Apartment,Private room,3,1,1,1,Real Bed,57,178
Brooklyn,Bushwick,40.69452253,-73.9283985,Apartment,Private room,2,2,1,1,Real Bed,57,9
Brooklyn,Bushwick,40.70699647,-73.92204029,Apartment,Private room,2,1,1,1,Real Bed,57,0
Brooklyn,Bushwick,40.70096512,-73.92805056,Apartment,Private room,3,1,1,1,Real Bed,57,365
Brooklyn,Bushwick,40.69054472,-73.91403378,House,Private room,2,1,1,1,Real Bed,57,153
Brooklyn,Bushwick,40.69699529,-73.92276736,Apartment,Private room,2,2,1,1,Real Bed,57,0
Brooklyn,Bushwick,40.69533677,-73.91328164,Apartment,Private room,2,1,1,1,Real Bed,57,0
Brooklyn,Bushwick,40.695312,-73.91335863,Apartment,Private room,2,1,1,1,Real Bed,57,0
Brooklyn,Bushwick,40.69693724,-73.90689822,Apartment,Private room,5,1,1,1,Real Bed,56,82
Brooklyn,Bushwick,40.69893461,-73.91124423,Apartment,Private room,2,1,1,2,Real Bed,56,260
Brooklyn,Bushwick,40.69596237,-73.90638335,Treehouse,Private room,1,1,1,1,Real Bed,56,88
Brooklyn,Bushwick,40.69638658,-73.91007615,Apartment,Private room,2,1,1,1,Real Bed,56,86
Brooklyn,Bushwick,40.70245679,-73.92100655,House,Private room,1,1,1,1,Real Bed,56,8
Brooklyn,Bushwick,40.69064609,-73.91867715,House,Private room,1,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69779829,-73.91458103,Apartment,Shared room,1,2,1,1,Couch,55,365
Brooklyn,Bushwick,40.69406558,-73.91124174,House,Private room,2,1.5,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69807993,-73.934721,Apartment,Private room,2,1,1,1,Real Bed,55,68
Brooklyn,Bushwick,40.7046012,-73.92197767,Apartment,Private room,2,1,1,1,Real Bed,55,26
Brooklyn,Bushwick,40.70170323,-73.93715991,Apartment,Private room,1,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69342153,-73.91115654,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.68652264,-73.91476127,Apartment,Private room,2,2,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69674561,-73.91712779,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69796067,-73.93477332,Apartment,Private room,1,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70321564,-73.92025497,Apartment,Private room,2,1,1,1,Real Bed,55,89
Brooklyn,Bushwick,40.68809293,-73.91935295,Apartment,Private room,2,1,1,1,Real Bed,55,50
Brooklyn,Bushwick,40.69244164,-73.92680248,Apartment,Private room,2,1,1,1,Real Bed,55,365
Brooklyn,Bushwick,40.70668076,-73.92098864,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69101559,-73.90525941,Apartment,Private room,2,1,1,1,Real Bed,55,14
Brooklyn,Bushwick,40.70313789,-73.91679477,Apartment,Private room,2,1,1,1,Real Bed,55,43
Brooklyn,Bushwick,40.698804,-73.91238942,Apartment,Private room,1,1.5,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70201378,-73.91381323,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69626842,-73.91371119,Loft,Private room,1,1,1,1,Real Bed,55,121
Brooklyn,Bushwick,40.69104113,-73.91684902,Apartment,Private room,2,2,1,1,Real Bed,55,263
Brooklyn,Bushwick,40.70320688,-73.92657091,Apartment,Private room,2,1,1,1,Real Bed,55,79
Brooklyn,Bushwick,40.69505141,-73.92029083,House,Private room,1,1,1,1,Real Bed,55,277
Brooklyn,Bushwick,40.69598976,-73.92078536,Apartment,Private room,2,1.5,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70146488,-73.91762527,Apartment,Private room,2,1.5,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.68868071,-73.90655141,Apartment,Private room,2,1,1,1,Real Bed,55,350
Brooklyn,Bushwick,40.68644425,-73.91066354,Apartment,Private room,2,1,1,1,Real Bed,55,28
Brooklyn,Bushwick,40.69170552,-73.92163536,Apartment,Private room,2,1.5,1,1,Real Bed,55,358
Brooklyn,Bushwick,40.69786602,-73.93202197,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.689364,-73.90814065,Apartment,Private room,4,1,1,2,Real Bed,55,88
Brooklyn,Bushwick,40.69845585,-73.93533363,Townhouse,Private room,2,1,1,1,Real Bed,55,327
Brooklyn,Bushwick,40.68592689,-73.90804709,Apartment,Private room,4,1,2,1,Real Bed,55,244
Brooklyn,Bushwick,40.69495645,-73.93009107,Apartment,Private room,2,2,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69910613,-73.92441417,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70071079,-73.92912671,Apartment,Entire home/apt,4,1,2,2,Real Bed,55,26
Brooklyn,Bushwick,40.70017737,-73.93858014,Apartment,Private room,2,2,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70091563,-73.93911753,Apartment,Private room,1,1,1,1,Real Bed,55,88
Brooklyn,Bushwick,40.6833773,-73.9063841,Apartment,Private room,2,1,1,1,Real Bed,55,32
Brooklyn,Bushwick,40.68763435,-73.91773425,Apartment,Entire home/apt,3,1,1,1,Real Bed,55,2
Brooklyn,Bushwick,40.70517825,-73.92164638,Apartment,Private room,2,1.5,1,1,Futon,55,365
Brooklyn,Bushwick,40.70632835,-73.92231485,Apartment,Private room,1,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.68587155,-73.91435487,Apartment,Private room,4,1.5,1,1,Real Bed,55,364
Brooklyn,Bushwick,40.69844238,-73.93618679,Townhouse,Private room,2,1,1,1,Real Bed,55,323
Brooklyn,Bushwick,40.70486257,-73.92582443,Apartment,Entire home/apt,3,1,1,1,Real Bed,55,19
Brooklyn,Bushwick,40.6940658,-73.90970501,Apartment,Private room,1,1,1,1,Real Bed,55,88
Brooklyn,Bushwick,40.6965105,-73.90955224,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.6944866,-73.91155594,House,Private room,1,1.5,1,1,Real Bed,55,284
Brooklyn,Bushwick,40.70107464,-73.91982562,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.68311854,-73.90860318,Apartment,Private room,6,1,1,4,Real Bed,55,337
Brooklyn,Bushwick,40.69484183,-73.92584377,Apartment,Private room,2,2,1,1,Real Bed,55,56
Brooklyn,Bushwick,40.70060478,-73.93931051,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.70043647,-73.93909096,Apartment,Private room,2,1,1,1,Real Bed,55,0
Brooklyn,Bushwick,40.69184441,-73.91848117,House,Private room,2,2.5,1,1,Real Bed,55,33
Brooklyn,Bushwick,40.70191828,-73.9246419,Apartment,Private room,1,1,1,2,Real Bed,55,0
Brooklyn,Bushwick,40.69616719,-73.91118761,Apartment,Private room,2,1,1,1,Real Bed,55,0
