neighbourhoodGroup,neighbourhood,latitude,longitude,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,price,availability
Manhattan,Harlem,40.83022775,-73.94887805,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,3
Manhattan,Harlem,40.82684668,-73.95368111,Apartment,Shared room,2,1,1,2,Real Bed,110,365
Manhattan,Harlem,40.82329415,-73.95183923,Apartment,Private room,2,1,1,1,Real Bed,110,39
Manhattan,Harlem,40.80481087,-73.94794454,Apartment,Entire home/apt,3,1,2,2,Real Bed,110,356
Manhattan,Harlem,40.80728665,-73.95238118,Townhouse,Private room,2,1,1,1,Real Bed,110,342
Manhattan,Harlem,40.82854145,-73.94569101,Apartment,Private room,4,1,1,1,Real Bed,110,173
Manhattan,Harlem,40.8045296,-73.95698629,Apartment,Private room,2,1,1,1,Real Bed,110,328
Manhattan,Harlem,40.80354896,-73.94646851,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,268
Manhattan,Harlem,40.80496828,-73.95146423,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.81248434,-73.95259793,Apartment,Private room,2,1,1,1,Real Bed,110,32
Manhattan,Harlem,40.80111058,-73.95548443,Apartment,Private room,2,1,1,1,Real Bed,110,88
Manhattan,Harlem,40.79936926,-73.95157552,Apartment,Entire home/apt,4,1,2,3,Real Bed,110,39
Manhattan,Harlem,40.80100206,-73.9583265,Apartment,Private room,1,1,1,1,Real Bed,110,179
Manhattan,Harlem,40.82848703,-73.94727008,Apartment,Entire home/apt,5,1,1,3,Real Bed,110,30
Manhattan,Harlem,40.81179863,-73.94433638,Apartment,Private room,3,1,1,2,Real Bed,110,350
Manhattan,Harlem,40.8096462,-73.94695724,Apartment,Private room,3,1.5,1,2,Real Bed,110,34
Manhattan,Harlem,40.82472498,-73.937813,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,288
Manhattan,Harlem,40.80269666,-73.94629406,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,9
Manhattan,Harlem,40.80966963,-73.9405856,Apartment,Entire home/apt,2,1,2,2,Real Bed,110,75
Manhattan,Harlem,40.82320001,-73.95351971,Apartment,Private room,2,1,1,1,Real Bed,110,365
Manhattan,Harlem,40.8163106,-73.94060204,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,2
Manhattan,Harlem,40.8237712,-73.94564857,Apartment,Entire home/apt,4,1,2,1,Real Bed,110,0
Manhattan,Harlem,40.8150176,-73.95459929,Apartment,Entire home/apt,3,1,2,2,Real Bed,110,0
Manhattan,Harlem,40.80342824,-73.95310013,Apartment,Private room,1,1,1,1,Real Bed,110,249
Manhattan,Harlem,40.80183178,-73.95627395,Apartment,Private room,2,1,1,1,Real Bed,110,365
Manhattan,Harlem,40.81924699,-73.94072538,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,0
Manhattan,Harlem,40.80116261,-73.9528729,Apartment,Private room,2,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.8186181,-73.94328377,Apartment,Private room,2,1,1,1,Real Bed,110,350
Manhattan,Harlem,40.80449266,-73.94742835,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,109
Manhattan,Harlem,40.81138852,-73.94093992,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.81806654,-73.94329953,Apartment,Private room,2,1,1,1,Real Bed,110,17
Manhattan,Harlem,40.83155007,-73.94803748,Apartment,Private room,2,1,1,1,Real Bed,110,365
Manhattan,Harlem,40.80274988,-73.95602206,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.82993954,-73.94632096,Apartment,Private room,2,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.8238975,-73.95393241,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,0
Manhattan,Harlem,40.80652596,-73.95193601,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,5
Manhattan,Harlem,40.80996873,-73.94120292,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,83
Manhattan,Harlem,40.80973216,-73.95297926,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,0
Manhattan,Harlem,40.81507093,-73.93740866,Apartment,Private room,1,1.5,1,1,Futon,110,88
Manhattan,Harlem,40.79968784,-73.9544893,Apartment,Entire home/apt,6,1,2,2,Real Bed,110,6
Manhattan,Harlem,40.81015593,-73.93990178,Apartment,Entire home/apt,4,1,1,1,Airbed,110,358
Manhattan,Harlem,40.82190869,-73.95735704,Apartment,Entire home/apt,4,1,2,4,Real Bed,109,0
Manhattan,Harlem,40.81963537,-73.94679587,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,0
Manhattan,Harlem,40.82876275,-73.94301289,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,288
Manhattan,Harlem,40.80351611,-73.95079048,Apartment,Entire home/apt,4,1,1,2,Real Bed,109,0
Manhattan,Harlem,40.80510051,-73.95068584,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,0
Manhattan,Harlem,40.82008188,-73.9564566,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,0
Manhattan,Harlem,40.82584451,-73.93920027,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,1
Manhattan,Harlem,40.81422167,-73.94844168,Apartment,Entire home/apt,4,1,1,1,Real Bed,109,0
Manhattan,Harlem,40.81552768,-73.9467216,Apartment,Private room,4,1,1,2,Real Bed,109,90
Manhattan,Harlem,40.82218839,-73.95670144,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,65
Manhattan,Harlem,40.81284925,-73.95427806,Apartment,Private room,2,1,1,3,Real Bed,107,16
Manhattan,Harlem,40.83106468,-73.94742342,Apartment,Entire home/apt,3,1,1,1,Real Bed,107,277
Manhattan,Harlem,40.80095536,-73.95775968,Apartment,Private room,2,1,1,1,Real Bed,107,169
Manhattan,Harlem,40.82391798,-73.95457874,Apartment,Entire home/apt,4,1,1,2,Real Bed,106,10
Manhattan,Harlem,40.80807644,-73.94997204,Apartment,Private room,2,1,1,1,Real Bed,106,281
Manhattan,Harlem,40.79973031,-73.95540504,Apartment,Entire home/apt,2,1,1,1,Real Bed,106,51
Manhattan,Harlem,40.80385825,-73.95369117,Apartment,Entire home/apt,4,1,1,2,Real Bed,105,0
Manhattan,Harlem,40.83050085,-73.94369582,Other,Private room,3,1,1,1,Real Bed,105,90
Manhattan,Harlem,40.82366898,-73.9376172,Apartment,Entire home/apt,3,1,1,1,Real Bed,105,0
Manhattan,Harlem,40.80127272,-73.955235,Townhouse,Private room,2,1,1,1,Real Bed,105,151
Manhattan,Harlem,40.81306208,-73.93876265,Apartment,Private room,4,1,1,1,Real Bed,105,363
Manhattan,Harlem,40.82063655,-73.94645788,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,0
Manhattan,Harlem,40.82137447,-73.94745031,Apartment,Entire home/apt,4,2,1,1,Real Bed,105,90
Manhattan,Harlem,40.81128129,-73.94117303,House,Entire home/apt,4,1,1,3,Real Bed,105,320
Manhattan,Harlem,40.80289823,-73.95693981,Apartment,Private room,2,1,1,1,Real Bed,104,44
Manhattan,Harlem,40.82258109,-73.95039213,Apartment,Private room,2,1,1,2,Real Bed,104,90
Manhattan,Harlem,40.80563129,-73.95567676,Apartment,Entire home/apt,2,1,1,1,Real Bed,104,0
Manhattan,Harlem,40.80994912,-73.94485374,Apartment,Entire home/apt,3,1,1,1,Real Bed,102,0
Manhattan,Harlem,40.82476674,-73.94462915,Apartment,Entire home/apt,4,1,1,3,Real Bed,102,180
Manhattan,Harlem,40.82076621,-73.94536256,Apartment,Entire home/apt,2,1,1,1,Real Bed,102,184
Manhattan,Harlem,40.80649328,-73.95225162,Apartment,Private room,2,1,1,1,Real Bed,102,358
Manhattan,Harlem,40.82749301,-73.94328501,Apartment,Entire home/apt,3,1,1,1,Real Bed,102,0
Manhattan,Harlem,40.8041559,-73.95704491,Apartment,Entire home/apt,2,1,1,1,Real Bed,102,0
Manhattan,Harlem,40.81489644,-73.95107092,Apartment,Entire home/apt,3,1,1,1,Real Bed,102,194
Manhattan,Harlem,40.80964312,-73.94320799,Apartment,Entire home/apt,3,1,1,2,Real Bed,102,0
Manhattan,Harlem,40.81095474,-73.9394182,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,101,24
Manhattan,Harlem,40.82630048,-73.95220585,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,44
Manhattan,Harlem,40.82149903,-73.95005931,Apartment,Entire home/apt,6,2,2,2,Real Bed,100,273
Manhattan,Harlem,40.82875026,-73.9457388,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81667934,-73.94407485,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82383535,-73.94402716,Apartment,Private room,1,1,1,1,Real Bed,100,365
Manhattan,Harlem,40.80139947,-73.95792928,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82955342,-73.94696523,Apartment,Private room,4,1,2,2,Real Bed,100,0
Manhattan,Harlem,40.80517562,-73.95098771,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81604756,-73.93884716,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81407476,-73.95091759,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80302274,-73.94476707,Apartment,Private room,2,1,1,1,Real Bed,100,328
Manhattan,Harlem,40.82042477,-73.95116816,Apartment,Private room,2,1,1,2,Real Bed,100,364
Manhattan,Harlem,40.81690866,-73.94834846,Condominium,Entire home/apt,2,1,1,2,Real Bed,100,0
Manhattan,Harlem,40.82044165,-73.93604508,Apartment,Private room,1,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82442637,-73.94153757,Apartment,Private room,2,1,1,1,Real Bed,100,149
Manhattan,Harlem,40.820588,-73.95396003,Apartment,Private room,2,2,1,2,Real Bed,100,365
Manhattan,Harlem,40.81143094,-73.94935238,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82906792,-73.9493927,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,11
Manhattan,Harlem,40.82721582,-73.94310424,Apartment,Private room,2,1,1,1,Real Bed,100,278
Manhattan,Harlem,40.80518897,-73.95090674,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80716901,-73.94274399,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,4
Manhattan,Harlem,40.8122138,-73.94508321,Apartment,Entire home/apt,5,1,1,3,Real Bed,100,335
Manhattan,Harlem,40.82777035,-73.94070464,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,292
Manhattan,Harlem,40.8064486,-73.95261448,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81373663,-73.9515283,Apartment,Private room,1,1,1,1,Real Bed,100,365
Manhattan,Harlem,40.80554539,-73.95745651,Apartment,Private room,1,1,1,2,Real Bed,100,365
Manhattan,Harlem,40.80046474,-73.95706187,Apartment,Entire home/apt,8,1,2,4,Real Bed,100,327
Manhattan,Harlem,40.8138369,-73.95089133,Apartment,Private room,2,1,1,1,Real Bed,100,365
Manhattan,Harlem,40.8250202,-73.94919461,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,0
Manhattan,Harlem,40.82335326,-73.94886929,Apartment,Private room,2,1,1,1,Real Bed,100,149
Manhattan,Harlem,40.80621796,-73.94671476,House,Private room,2,1,1,1,Real Bed,100,134
Manhattan,Harlem,40.82837161,-73.94039518,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,27
Manhattan,Harlem,40.80134644,-73.95377028,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80254846,-73.95347058,Condominium,Private room,2,1,1,1,Real Bed,100,365
Manhattan,Harlem,40.82753433,-73.94836696,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,18
Manhattan,Harlem,40.80290271,-73.94364649,Apartment,Private room,2,1,1,1,Real Bed,100,116
Manhattan,Harlem,40.8246947,-73.95031735,Townhouse,Private room,2,2,1,1,Real Bed,100,0
Manhattan,Harlem,40.79922982,-73.95042839,Other,Private room,2,1,1,1,Real Bed,100,64
Manhattan,Harlem,40.8162228,-73.95884704,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82903187,-73.94123477,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80758998,-73.95463606,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82409665,-73.95259256,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82106057,-73.94272979,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,59
Manhattan,Harlem,40.82075912,-73.95354984,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80394588,-73.95004013,Condominium,Private room,1,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82196209,-73.94246706,Apartment,Entire home/apt,3,1,1,3,Real Bed,100,0
Manhattan,Harlem,40.82355045,-73.9474573,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81793472,-73.94016697,Apartment,Private room,2,1,1,1,Real Bed,100,90
Manhattan,Harlem,40.80755451,-73.9510424,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,162
Manhattan,Harlem,40.82098522,-73.95169657,Apartment,Private room,2,1,1,1,Real Bed,100,100
Manhattan,Harlem,40.80819038,-73.94729369,Townhouse,Private room,2,1,1,1,Real Bed,100,362
Manhattan,Harlem,40.82627823,-73.93888792,Serviced apartment,Private room,1,1,1,1,Real Bed,100,178
Manhattan,Harlem,40.80389654,-73.94486638,Apartment,Entire home/apt,6,1,2,4,Real Bed,100,234
Manhattan,Harlem,40.80695551,-73.95285995,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81272722,-73.93991028,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82324728,-73.95121959,House,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81456228,-73.94582856,House,Private room,2,1.5,1,1,Futon,100,365
Manhattan,Harlem,40.82794646,-73.94822691,Apartment,Private room,2,1,1,1,Real Bed,100,179
Manhattan,Harlem,40.80574714,-73.9505975,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81459321,-73.93861839,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,63
Manhattan,Harlem,40.82599142,-73.94238443,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82218678,-73.94479607,Apartment,Private room,2,1,1,1,Real Bed,100,283
Manhattan,Harlem,40.80071193,-73.95340042,Apartment,Private room,1,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81880284,-73.95529375,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81915055,-73.93963539,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.8215841,-73.93824348,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81235128,-73.93911084,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,11
Manhattan,Harlem,40.81175885,-73.94999381,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82105415,-73.94587578,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,18
Manhattan,Harlem,40.80488935,-73.95171211,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80507585,-73.94941651,Apartment,Private room,2,1,1,1,Real Bed,100,177
Manhattan,Harlem,40.80392355,-73.94685404,Apartment,Private room,1,1,3,3,Real Bed,100,365
Manhattan,Harlem,40.80807272,-73.95359448,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82415113,-73.94112524,Apartment,Private room,2,2,1,1,Real Bed,100,364
Manhattan,Harlem,40.83135897,-73.94842973,Apartment,Entire home/apt,5,1,2,3,Real Bed,100,0
Manhattan,Harlem,40.82002798,-73.95194084,Condominium,Entire home/apt,4,1,1,3,Real Bed,100,0
Manhattan,Harlem,40.81792291,-73.94204983,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81822048,-73.94431034,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,285
Manhattan,Harlem,40.82124407,-73.94973305,Apartment,Entire home/apt,6,2,2,2,Real Bed,100,221
Manhattan,Harlem,40.81170902,-73.95490812,Apartment,Entire home/apt,7,1,2,4,Real Bed,100,0
Manhattan,Harlem,40.79941242,-73.95484397,Apartment,Private room,2,1,1,1,Real Bed,100,49
Manhattan,Harlem,40.8293243,-73.94575283,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,5
Manhattan,Harlem,40.80398895,-73.94664518,Apartment,Private room,2,1,1,2,Real Bed,100,134
Manhattan,Harlem,40.81085183,-73.94768185,Apartment,Entire home/apt,1,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80666961,-73.95561569,Apartment,Private room,2,1,1,1,Pull-out Sofa,100,334
Manhattan,Harlem,40.82294898,-73.95066286,Apartment,Entire home/apt,5,1,2,2,Real Bed,100,0
Manhattan,Harlem,40.80882244,-73.94200373,Apartment,Shared room,2,1,1,1,Real Bed,100,362
Manhattan,Harlem,40.80382628,-73.95126225,Apartment,Private room,3,1,1,2,Real Bed,100,1
Manhattan,Harlem,40.82401727,-73.95179386,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,0
Manhattan,Harlem,40.80449939,-73.95376609,Apartment,Private room,1,1,1,1,Real Bed,100,90
Manhattan,Harlem,40.82518005,-73.93797685,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,354
Manhattan,Harlem,40.80564651,-73.95012753,Apartment,Private room,2,1,1,1,Real Bed,100,152
Manhattan,Harlem,40.82796221,-73.95050434,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80204411,-73.95793511,Apartment,Private room,2,1,1,1,Real Bed,100,90
Manhattan,Harlem,40.8028427,-73.94366796,Guest suite,Private room,2,1,1,1,Real Bed,100,82
Manhattan,Harlem,40.82624452,-73.93925412,Condominium,Private room,2,1,1,1,Real Bed,100,178
Manhattan,Harlem,40.81684413,-73.93694219,Apartment,Private room,2,1,1,1,Real Bed,100,179
Manhattan,Harlem,40.81097833,-73.94574145,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,35
Manhattan,Harlem,40.81793385,-73.94149403,Apartment,Private room,2,1,1,1,Real Bed,100,173
Manhattan,Harlem,40.80426867,-73.95403808,Apartment,Private room,2,1,1,1,Real Bed,100,312
Manhattan,Harlem,40.8125121,-73.95102059,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.8029041,-73.95576155,Condominium,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80581174,-73.95373901,Apartment,Entire home/apt,5,1,2,2,Real Bed,100,0
Manhattan,Harlem,40.81064694,-73.94346883,Apartment,Entire home/apt,5,1,1,2,Real Bed,100,329
Manhattan,Harlem,40.82700527,-73.94427493,Apartment,Private room,1,1,1,1,Real Bed,100,364
Manhattan,Harlem,40.81152116,-73.94505358,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,166
Manhattan,Harlem,40.80171618,-73.95537587,Apartment,Private room,2,1,1,1,Real Bed,100,77
Manhattan,Harlem,40.80108841,-73.95241373,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80296801,-73.95537201,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81717131,-73.93855606,Apartment,Private room,2,1,1,1,Real Bed,100,7
Manhattan,Harlem,40.80299371,-73.95712574,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80382827,-73.95357367,Apartment,Private room,2,1,1,1,Real Bed,100,180
Manhattan,Harlem,40.80481565,-73.95107315,Apartment,Private room,2,1,1,1,Real Bed,100,180
Manhattan,Harlem,40.807022,-73.9517557,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.81059596,-73.94646998,Apartment,Shared room,2,1,1,1,Couch,100,0
Manhattan,Harlem,40.82324586,-73.9477988,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82672572,-73.94994874,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80966417,-73.94711434,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80310901,-73.94858416,Apartment,Private room,1,1,3,3,Real Bed,100,365
Manhattan,Harlem,40.81600194,-73.9554504,Apartment,Private room,1,1,1,1,Real Bed,100,89
Manhattan,Harlem,40.83202045,-73.94592388,Townhouse,Private room,2,1,1,1,Real Bed,100,119
Manhattan,Harlem,40.81744966,-73.94202946,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.8083428,-73.94242344,Apartment,Private room,1,1,1,1,Real Bed,100,365
Manhattan,Harlem,40.83082611,-73.94665062,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.82238681,-73.95435574,Apartment,Private room,2,1,1,1,Real Bed,100,89
Manhattan,Harlem,40.82808819,-73.94569556,Apartment,Entire home/apt,3,1,1,2,Real Bed,100,2
Manhattan,Harlem,40.80728721,-73.94762916,Apartment,Private room,1,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80187176,-73.95720725,Apartment,Private room,2,1,1,1,Real Bed,100,83
Manhattan,Harlem,40.81361128,-73.95176143,Apartment,Private room,2,2,1,1,Real Bed,100,360
Manhattan,Harlem,40.82766026,-73.93715878,Apartment,Entire home/apt,2,1,1,1,Futon,100,90
Manhattan,Harlem,40.8250126,-73.9512509,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Harlem,40.80359673,-73.94641884,Apartment,Private room,2,1,1,1,Real Bed,100,177
Manhattan,Harlem,40.82964732,-73.95057131,Apartment,Entire home/apt,4,2,2,2,Real Bed,100,0
Manhattan,Harlem,40.81301462,-73.94955378,Apartment,Private room,2,1,1,1,Real Bed,100,47
Manhattan,Harlem,40.81288854,-73.94560081,Apartment,Entire home/apt,5,1,1,3,Real Bed,100,148
Manhattan,Harlem,40.8005255,-73.95465567,Apartment,Private room,2,2,1,2,Real Bed,99,365
Manhattan,Harlem,40.81308689,-73.95267125,Apartment,Private room,2,1.5,1,1,Pull-out Sofa,99,83
Manhattan,Harlem,40.81649968,-73.94303268,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,86
Manhattan,Harlem,40.80839579,-73.95122827,Townhouse,Private room,2,1,1,1,Real Bed,99,347
Manhattan,Harlem,40.81253201,-73.93951607,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,5
Manhattan,Harlem,40.79929,-73.95199316,Apartment,Private room,3,1,1,1,Real Bed,99,83
Manhattan,Harlem,40.81927047,-73.94630547,Apartment,Private room,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.8156052,-73.95264112,Apartment,Private room,2,1,1,1,Real Bed,99,165
Manhattan,Harlem,40.82579102,-73.94323728,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.81450936,-73.94477599,House,Private room,2,1.5,1,1,Real Bed,99,365
Manhattan,Harlem,40.82035001,-73.95528792,Apartment,Private room,4,1,1,2,Real Bed,99,357
Manhattan,Harlem,40.80139011,-73.95395753,Apartment,Private room,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.8024607,-73.95609738,Townhouse,Private room,2,1,1,1,Real Bed,99,159
Manhattan,Harlem,40.81470331,-73.93723328,Apartment,Private room,2,1,1,1,Real Bed,99,363
Manhattan,Harlem,40.8305719,-73.94582426,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.80582683,-73.95711548,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.80621683,-73.95353844,Condominium,Private room,2,1,1,1,Real Bed,99,282
Manhattan,Harlem,40.82100908,-73.94582204,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,15
Manhattan,Harlem,40.82290947,-73.94171027,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,331
Manhattan,Harlem,40.82914736,-73.94034256,Apartment,Entire home/apt,4,1,2,3,Real Bed,99,0
Manhattan,Harlem,40.80450303,-73.9485906,Apartment,Entire home/apt,8,1,3,4,Real Bed,99,100
Manhattan,Harlem,40.80671267,-73.95081671,House,Private room,2,1,1,3,Real Bed,99,338
Manhattan,Harlem,40.80339326,-73.95034137,Apartment,Private room,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.80191853,-73.95833861,Townhouse,Private room,4,1,1,2,Real Bed,99,89
Manhattan,Harlem,40.82514664,-73.94284423,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.80545233,-73.95563244,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.80219628,-73.9573719,Apartment,Private room,2,1.5,1,1,Real Bed,99,0
Manhattan,Harlem,40.81496983,-73.95020105,Apartment,Private room,1,1,1,2,Real Bed,99,0
Manhattan,Harlem,40.80326093,-73.9515921,Condominium,Private room,2,1,1,1,Real Bed,99,75
Manhattan,Harlem,40.81821847,-73.94094688,House,Entire home/apt,10,1,2,2,Real Bed,99,246
Manhattan,Harlem,40.81985566,-73.9441377,Townhouse,Entire home/apt,4,1,1,1,Real Bed,99,15
Manhattan,Harlem,40.80797485,-73.94998399,Apartment,Private room,2,1,1,1,Real Bed,99,0
Manhattan,Harlem,40.79949444,-73.95473623,Apartment,Private room,3,1,1,2,Real Bed,99,312
Manhattan,Harlem,40.7987915,-73.94898562,Apartment,Private room,2,1,1,1,Real Bed,99,327
Manhattan,Harlem,40.80044764,-73.95438161,Apartment,Private room,2,1,1,1,Real Bed,99,160
Manhattan,Harlem,40.82279291,-73.94645912,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,63
Manhattan,Harlem,40.80524163,-73.95253825,Apartment,Private room,2,1,1,1,Real Bed,99,87
Manhattan,Harlem,40.81142749,-73.94247966,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,282
Manhattan,Harlem,40.80029985,-73.95561947,Apartment,Private room,2,1,1,1,Real Bed,98,48
Manhattan,Harlem,40.81904473,-73.94325286,House,Private room,2,1,1,1,Real Bed,98,320
Manhattan,Harlem,40.82138566,-73.95411152,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,2
Manhattan,Harlem,40.81567824,-73.9497434,Apartment,Entire home/apt,4,1,1,2,Real Bed,97,0
Manhattan,Harlem,40.81589178,-73.93824068,Apartment,Entire home/apt,4,1,1,2,Real Bed,97,0
Manhattan,Harlem,40.82895843,-73.94079852,Apartment,Private room,1,1,1,1,Real Bed,97,364
Manhattan,Harlem,40.82631737,-73.95167698,Apartment,Entire home/apt,5,1,1,2,Real Bed,97,0
Manhattan,Harlem,40.80460502,-73.95679463,Apartment,Private room,3,1,1,2,Real Bed,97,0
Manhattan,Harlem,40.80822969,-73.95040898,Apartment,Private room,2,1,1,1,Real Bed,97,358
Manhattan,Harlem,40.82076147,-73.95548805,Apartment,Private room,2,1,1,1,Real Bed,97,90
Manhattan,Harlem,40.80269042,-73.95584938,Apartment,Private room,2,1,1,1,Real Bed,96,191
Manhattan,Harlem,40.79861751,-73.95300175,Apartment,Private room,1,1,1,1,Real Bed,96,0
Manhattan,Harlem,40.81223862,-73.93936549,Apartment,Entire home/apt,2,1,1,1,Real Bed,96,210
