,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price
18597,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
18599,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,190
18631,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
18632,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,47
18638,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
18653,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
18685,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
18704,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
18706,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
18723,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
18725,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
18732,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
18741,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,139
18769,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
18770,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
18771,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
18801,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
18858,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
18882,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
18892,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
18897,Manhattan,Apartment,Private room,1,1,1,3,Real Bed,95
18927,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
18935,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
18975,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,39
18987,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
19033,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
19038,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
19046,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
19055,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
19060,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
19076,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
19082,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
19100,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
19105,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
19126,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
19143,Manhattan,Bed and breakfast,Private room,1,1,1,1,Real Bed,85
19148,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
19151,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,275
19158,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,25
19216,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
19261,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
19271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,111
19305,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
19370,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
19378,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
19430,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,550
19431,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
19450,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
19452,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
19485,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
19520,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
19554,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
19560,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
19569,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,180
19573,Manhattan,House,Private room,1,1,1,1,Real Bed,115
19595,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
19605,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
19606,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,54
19615,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,300
19638,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
19643,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,39
19660,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,43
19686,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
19701,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
19743,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
19757,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
19759,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
19770,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
19797,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
19818,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,87
19826,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,109
19845,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
19852,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,139
19857,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
19869,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
19871,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
19879,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
19935,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
19942,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
19953,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,52
19978,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
19983,Manhattan,Apartment,Private room,1,1,1,1,Futon,70
20012,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,26
20022,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,46
20047,Manhattan,Apartment,Private room,1,1,1,1,Futon,150
20124,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
20147,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
20152,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
20296,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
20299,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
20394,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
20405,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
20409,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
20495,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
20513,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,39
20517,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
20528,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
20550,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,72
20552,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
20560,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
20576,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
20597,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
20603,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
20616,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
20624,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
20628,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,98
20634,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
20643,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
20692,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
20741,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,128
20754,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,185
20795,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
20801,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
20840,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
20849,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,77
20863,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
20869,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
20898,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,39
20903,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,170
20913,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
20931,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
20941,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
20984,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,81
20987,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
21023,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
21024,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
21027,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,61
21054,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
21060,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
21063,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
21125,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
21126,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
21129,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
21137,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
21168,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21169,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
21174,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
21189,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21201,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21207,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
21222,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
21223,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
21233,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,260
21242,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
21246,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
21259,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
21285,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,43
21317,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
21344,Manhattan,Apartment,Private room,1,1,1,1,Futon,100
21357,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
21375,Manhattan,Apartment,Private room,1,1,1,1,Airbed,60
21377,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
21407,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,98
21418,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
21429,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
21437,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21438,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
21440,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
21472,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
21475,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
21501,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
21509,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,149
21510,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
21521,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
21532,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
21533,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,46
21535,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,118
21550,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
21553,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
21556,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
21566,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
21589,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21652,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
21659,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,32
21674,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
21709,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
21715,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
21721,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
21736,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
21755,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,92
21759,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
21787,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
21831,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
21868,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
21870,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
21880,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
21893,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,29
21910,Manhattan,Apartment,Private room,1,1,1,1,Couch,125
21962,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,54
22005,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
22006,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
22030,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
22031,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
22154,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
22198,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22253,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
22266,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22300,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
22302,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
22324,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
22336,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22353,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
22359,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
22366,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
22369,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
22393,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
22404,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,102
22405,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22409,Manhattan,Apartment,Private room,1,1,1,1,Couch,100
22414,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22431,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
22432,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22440,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,149
22459,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
22471,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
22472,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22507,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
22508,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
22518,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
22560,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22570,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
22572,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22575,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22595,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
22614,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22621,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,50
22635,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
22644,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22657,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
22699,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
22750,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
22754,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
22773,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
22780,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
22783,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
22785,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
22910,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
22919,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
23010,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,301
23085,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
23109,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
23110,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,101
23130,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
23131,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
23157,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
23193,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
23211,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
23234,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
23239,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
23249,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
23255,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
23256,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
23271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
23303,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
23327,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
23339,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
23346,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
23421,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
23425,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
23450,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
23478,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
23486,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
23490,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,54
23492,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,75
23499,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
23501,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,110
23518,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
23559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
23565,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
23570,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
23583,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
23600,Manhattan,House,Private room,1,1,1,1,Real Bed,50
23606,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
23612,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
23630,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
23638,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
23653,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
23656,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
23671,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,124
23679,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
23696,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
23718,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
23735,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
23748,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
23773,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,52
23861,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
23866,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
23875,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
23895,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
23966,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
23993,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
24009,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
24035,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,225
24066,Manhattan,Townhouse,Private room,1,1,1,1,Real Bed,90
24083,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
24119,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
24124,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
24138,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
24148,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
24161,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,81
24244,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
24245,Manhattan,Hostel,Private room,1,1,1,1,Real Bed,82
24256,Manhattan,Loft,Private room,1,1,1,1,Real Bed,100
24270,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
24279,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
24339,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
24418,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
24476,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
24490,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,43
24500,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,108
24513,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
24520,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
24548,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
24578,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
24626,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
24668,Manhattan,Apartment,Private room,1,1,1,3,Real Bed,75
24681,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,96
24695,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
24704,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
24734,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
24763,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
24765,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
24779,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,44
24799,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,74
24827,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
24857,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
24883,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
24898,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
24923,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
25033,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
25084,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
25123,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
25131,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
25167,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,129
25200,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
25252,Manhattan,Apartment,Private room,1,1,1,1,Airbed,64
25268,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
25271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
25326,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
25357,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
25390,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
25446,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
25454,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,155
25474,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
25479,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
25492,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
25510,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
25516,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
25521,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,15
25526,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,71
25534,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
25589,Manhattan,Other,Private room,1,1,1,1,Real Bed,86
25623,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
25624,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
25640,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
25653,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
25654,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,227
25703,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,41
25741,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
25743,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
25777,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
25790,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
25807,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
25853,Manhattan,Apartment,Private room,1,1,1,1,Airbed,120
25871,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
25872,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
25878,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
25886,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
25897,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
25909,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
25925,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,46
25964,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
25986,Manhattan,Apartment,Private room,1,1,1,1,Futon,89
26018,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
26025,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
26027,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,129
26036,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
26049,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
26058,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
26063,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
26065,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,89
26082,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
26092,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
26139,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
26174,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
26190,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,112
26191,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,75
26215,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
26219,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
26235,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
26253,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
26263,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,47
26297,Manhattan,Other,Private room,1,1,1,1,Real Bed,140
26322,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
26357,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
26387,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,149
26442,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
26537,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
26547,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,33
26553,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
26626,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,39
26653,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
26758,Manhattan,Apartment,Private room,1,1,1,1,Airbed,65
26762,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
26774,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
26779,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
26793,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
26820,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
26831,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
26837,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
