,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price
10443,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
10447,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
10451,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,299
10465,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
10479,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
10509,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
10512,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130
10519,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
10527,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,78
10540,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
10564,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
10620,Manhattan,Apartment,Private room,1,1,1,1,Futon,85
10627,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
10641,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
10643,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
10649,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
10690,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
10699,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
10740,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
10756,Manhattan,Apartment,Private room,1,1,1,1,Couch,90
10761,Manhattan,Apartment,Private room,1,1,1,1,Futon,45
10768,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
10797,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
10808,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
10811,Manhattan,Apartment,Private room,1,1,1,1,Airbed,45
10830,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
10874,Manhattan,Townhouse,Private room,1,1,1,1,Real Bed,50
10896,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
10933,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,16
10940,Manhattan,Apartment,Private room,1,1,1,1,Futon,35
10958,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64
10965,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
10970,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
10974,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
11052,Manhattan,Apartment,Private room,1,1,1,1,Futon,70
11088,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
11110,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
11127,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
11144,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
11146,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
11167,Manhattan,Apartment,Private room,1,1,1,1,Airbed,65
11172,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
11178,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
11212,Manhattan,Loft,Private room,1,1,1,1,Real Bed,80
11227,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
11229,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,84
11255,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
11290,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
11303,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
11307,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
11315,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
11316,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
11324,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
11333,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
11337,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
11373,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,68
11374,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
11379,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
11406,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
11426,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
11430,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
11435,Manhattan,Loft,Private room,1,1,1,1,Real Bed,145
11461,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
11488,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130
11489,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,97
11500,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,89
11503,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130
11514,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
11524,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,127
11554,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
11591,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
11610,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
11634,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
11641,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,678
11646,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
11650,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,74
11661,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
11682,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
11683,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
11719,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
11792,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
11794,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
11821,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,82
11906,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
11920,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
11927,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
11942,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
11946,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
11947,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
11965,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
11974,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
12006,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,93
12052,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
12106,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,75
12171,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
12186,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
12205,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
12224,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
12245,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
12253,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
12264,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
12303,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,250
12307,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,53
12347,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
12352,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
12364,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,46
12379,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
12385,Manhattan,Apartment,Private room,1,1,1,1,Futon,80
12386,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
12391,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
12393,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
12448,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,68
12479,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
12503,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
12510,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
12615,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
12616,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,92
12630,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,60
12643,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
12682,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
12690,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
12697,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
12699,Manhattan,Loft,Private room,1,1,1,1,Real Bed,64
12719,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64
12731,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
12743,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
12757,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
12769,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,119
12782,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
12791,Manhattan,Apartment,Private room,1,1,1,1,Airbed,150
12811,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
12814,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,97
12850,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
12856,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
12858,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
12863,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
12881,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
12900,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,250
12912,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
12915,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
12921,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
12983,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
13003,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
13016,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
13026,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,250
13039,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
13050,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
13064,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13087,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
13096,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13104,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
13117,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64
13125,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13154,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
13156,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
13157,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,118
13164,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
13176,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
13183,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
13186,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
13188,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
13195,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
13197,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
13209,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
13292,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
13294,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13319,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
13331,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
13336,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
13338,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
13364,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
13384,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13403,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
13405,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
13426,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
13479,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,22
13515,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
13542,Manhattan,Apartment,Private room,1,1,1,1,Airbed,30
13553,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
13556,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
13610,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
13620,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
13630,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
13632,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
13641,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13662,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
13667,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
13668,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
13674,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
13685,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
13688,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
13703,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
13736,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
13755,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,43
13779,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,180
13809,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
13825,Manhattan,Apartment,Private room,1,1,1,3,Real Bed,100
13878,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
13897,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
13912,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
13915,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,80
13917,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
13939,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
13975,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
14024,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
14025,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,200
14026,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
14066,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
14077,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,180
14079,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
14119,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
14143,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
14148,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
14149,Manhattan,Apartment,Private room,1,1,1,1,Airbed,65
14195,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
14215,Manhattan,Apartment,Private room,1,1,1,1,Couch,220
14251,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
14257,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
14285,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
14340,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
14374,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
14403,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,109
14478,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
14488,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
14514,Manhattan,Apartment,Private room,1,1,1,1,Airbed,40
14527,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,55
14536,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
14551,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
14564,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
14585,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
14589,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
14621,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
14625,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
14631,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,103
14643,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,85
14667,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,60
14699,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
14708,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
14733,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
14752,Manhattan,Bed and breakfast,Private room,1,1,1,1,Real Bed,60
14783,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
14804,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,160
14828,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
14829,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
14841,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,90
14870,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
14887,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
14912,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
14964,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,94
15010,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
15041,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
15048,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
15064,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,141
15095,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
15147,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,111
15157,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
15159,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
15176,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
15177,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,118
15190,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,225
15197,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
15233,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,50
15321,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
15364,Manhattan,Townhouse,Private room,1,1,1,1,Real Bed,60
15406,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
15419,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,43
15439,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
15496,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
15532,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
15543,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
15559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
15710,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
15714,Manhattan,Apartment,Private room,1,1,1,1,Airbed,60
15725,Manhattan,Apartment,Private room,1,1,1,1,Airbed,85
15736,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
15754,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
15767,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
15770,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
15778,Manhattan,Apartment,Private room,1,1,1,1,Futon,36
15781,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
15846,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
15856,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
15919,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
15925,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
15930,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
15975,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
15988,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,82
16060,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
16067,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,51
16074,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
16090,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
16107,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
16122,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
16150,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
16168,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
16184,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
16205,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
16223,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
16224,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
16259,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
16284,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
16291,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
16332,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,51
16380,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
16389,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
16392,Manhattan,Apartment,Private room,1,1,1,1,Airbed,200
16400,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
16440,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130
16482,Manhattan,Apartment,Private room,1,1,1,1,Airbed,45
16497,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
16498,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
16503,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
16509,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
16515,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
16521,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
16565,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
16581,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
16673,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
16676,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
16721,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
16723,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
16770,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,89
16777,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
16823,Manhattan,Apartment,Private room,1,1,1,1,Futon,80
16853,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
16893,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,119
16896,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
16897,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
16957,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,84
16972,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
17013,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
17041,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
17052,Manhattan,Apartment,Private room,1,1,1,1,Futon,55
17053,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
17062,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
17064,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
17077,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
17160,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
17190,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
17205,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
17209,Manhattan,Loft,Private room,1,1,1,1,Real Bed,75
17213,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
17231,Manhattan,Other,Private room,1,1,1,1,Real Bed,90
17236,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
17270,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
17300,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,190
17309,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130
17314,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
17320,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
17326,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
17332,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
17373,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
17374,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
17392,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,165
17397,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
17410,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,44
17422,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
17426,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
17433,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
17451,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
17519,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
17534,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
17540,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
17584,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
17596,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
17599,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
17631,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
17712,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
17727,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
17735,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
17763,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
17833,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
17836,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
17872,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
17881,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
17887,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,118
17894,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
17918,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
17937,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
17942,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
17978,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
18013,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
18020,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,165
18023,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
18030,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
18031,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
18035,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
18053,Manhattan,Apartment,Private room,1,1,1,1,Futon,75
18066,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
18067,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
18078,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
18130,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,42
18149,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
18154,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
18166,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
18183,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
18211,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
18228,Manhattan,Bed and breakfast,Private room,1,1,1,1,Real Bed,99
18242,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
18292,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
18337,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
18344,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
18345,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,52
18404,Manhattan,Condominium,Private room,1,1,1,1,Futon,200
18415,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
18430,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,47
18442,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,89
18450,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
18460,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
18577,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
