,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price
15284,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
15311,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,27
15325,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
15329,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
15363,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
15376,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,100
15411,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
15417,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
15436,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
15442,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
15449,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
15463,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
15481,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
15548,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,64
15553,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
15585,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,120
15617,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,50
15622,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
15640,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
15642,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
15654,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
15660,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,97
15672,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
15692,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
15707,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,60
15729,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
15740,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
15751,Brooklyn,Townhouse,Private room,1,1.0,1,1,Futon,67
15752,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,60
15765,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
15776,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,60
15836,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,40
15853,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
15861,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
15890,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
15905,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
15906,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
15938,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
15958,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
15963,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,100
15985,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,51
16035,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
16045,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
16062,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
16084,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
16091,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
16163,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
16172,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
16180,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
16248,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
16277,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,36
16320,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,34
16390,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
16406,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
16499,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
16547,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
16578,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
16588,Brooklyn,Apartment,Private room,1,1.0,1,4,Real Bed,41
16608,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,79
16612,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,99
16635,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
16641,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
16647,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
16648,Brooklyn,Condominium,Private room,1,1.0,1,1,Real Bed,45
16660,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,66
16708,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
16742,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
16762,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
16790,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
16802,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
16834,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
16852,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
16866,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
16916,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
16920,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
16927,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,31
16935,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,65
16943,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
16947,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,70
16948,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
16963,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,63
17017,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
17020,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
17025,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
17030,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
17034,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
17086,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
17088,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
17098,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
17109,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
17142,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
17167,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
17179,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17187,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
17234,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
17235,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
17243,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
17269,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,31
17276,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
17287,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,24
17316,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,90
17327,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
17331,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,60
17350,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
17354,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17361,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
17395,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,48
17442,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,70
17444,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17447,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
17461,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
17465,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,28
17466,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
17474,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,69
17484,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
17486,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
17499,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
17500,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
17513,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
17522,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17543,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
17546,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,95
17552,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,85
17573,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,76
17575,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
17579,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
17589,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,47
17598,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,100
17602,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
17609,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
17611,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
17617,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,49
17624,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
17642,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
17687,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
17705,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
17722,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
17725,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
17736,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
17739,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17750,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,89
17756,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,69
17757,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,70
17760,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
17761,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,42
17765,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
17770,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
17783,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
17822,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,56
17827,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
17843,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
17858,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
17859,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,51
17864,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
17888,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,125
17893,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,50
17963,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,52
17985,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
17992,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
18006,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
18012,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,61
18024,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
18039,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
18041,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,58
18048,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
18126,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,37
18141,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
18142,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
18152,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
18175,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
18193,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,79
18214,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
18221,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,30
18243,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
18264,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
18296,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
18328,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,71
18382,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
18432,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
18493,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,58
18560,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
18571,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
18611,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
18639,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
18677,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
18726,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
18758,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
18763,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
18767,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
18768,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
18843,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
18854,Brooklyn,Apartment,Private room,1,1.0,1,1,Pull-out Sofa,44
18856,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
18871,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
18875,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
18885,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
18920,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,45
18938,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
18946,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,44
18961,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
18988,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
18990,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
18993,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19009,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,49
19022,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
19030,Brooklyn,Loft,Private room,1,1.0,1,1,Futon,45
19036,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,45
19063,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
19068,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,37
19070,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19104,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,47
19127,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,110
19128,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19130,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
19140,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,120
19147,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19154,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
19166,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
19170,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
19198,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,34
19222,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
19227,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
19259,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
19292,Brooklyn,Apartment,Private room,1,1.0,1,3,Real Bed,39
19302,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19311,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19341,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19366,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,70
19385,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19406,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
19416,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
19435,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
19453,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
19462,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19463,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
19482,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
19489,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19501,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
19518,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
19526,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
19547,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,26
19559,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19570,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19582,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
19597,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,55
19600,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,50
19604,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,28
19617,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,55
19627,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
19647,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,95
19649,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19652,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
19653,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
19665,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19697,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,60
19703,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,43
19712,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
19722,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19732,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19733,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
19734,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
19744,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
19755,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
19767,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19768,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
19806,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,110
19811,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
19891,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
19912,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
19957,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
19961,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,150
19989,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,63
20027,Brooklyn,House,Private room,1,1.0,1,1,Airbed,89
20036,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,52
20069,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20078,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20080,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,38
20110,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,40
20150,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
20224,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20275,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20363,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,68
20387,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
20414,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
20418,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,80
20419,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,80
20478,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
20486,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
20534,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
20565,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,98
20574,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
20584,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
20588,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,37
20594,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
20604,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,105
20672,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,45
20720,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,110
20729,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
20750,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,54
20757,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
20762,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
20805,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20809,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
20827,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,62
20831,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
20836,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
20847,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
20870,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
20888,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,45
20916,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
20994,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,55
21000,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
21012,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,104
21036,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
21046,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
21080,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,150
21094,Brooklyn,Apartment,Private room,1,1.0,1,1,Pull-out Sofa,48
21104,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
21124,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
21139,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
21143,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
21153,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,190
21176,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
21180,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
21204,Brooklyn,Apartment,Private room,1,1.0,1,3,Real Bed,67
21234,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
21243,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
21297,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
21313,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
21314,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
21324,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,29
21326,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
21350,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
21378,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,22
21392,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
21441,Brooklyn,Loft,Private room,1,1.0,1,1,Futon,50
21454,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,160
21465,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,31
21538,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,70
21560,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
21562,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,135
21567,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
21585,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,145
21615,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,59
21627,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,28
21629,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
21675,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
21679,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,30
21694,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
21699,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,215
21702,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,26
21729,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,39
21748,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,80
21813,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
21842,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,34
21854,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,41
21867,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
21906,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
21922,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
21954,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
21960,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,50
21967,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
22003,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
22022,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
22026,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,28
22029,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
22035,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,33
22042,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
22048,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
22067,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,37
22069,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
22082,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
22104,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
22140,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,43
22151,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
22169,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
22186,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
22214,Brooklyn,Apartment,Private room,1,1.0,1,1,Couch,75
22225,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
