,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price
8741,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
8754,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,95
8768,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
8794,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
8843,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
8852,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
8857,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
8862,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
8872,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
8915,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,60
8958,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,120
8959,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,59
8962,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
8970,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
9030,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,55
9031,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
9075,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
9082,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
9093,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
9132,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
9157,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
9181,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,89
9199,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
9200,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
9212,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
9239,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,40
9263,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
9268,Brooklyn,House,Private room,1,1.0,1,1,Airbed,50
9277,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
9280,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
9295,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,97
9306,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
9340,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,29
9341,Brooklyn,Apartment,Private room,1,1.0,1,1,Pull-out Sofa,55
9364,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,47
9378,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
9387,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
9399,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
9406,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
9408,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
9426,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
9457,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
9471,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
9501,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,45
9504,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
9507,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
9534,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
9544,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
9548,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,76
9559,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
9566,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,58
9586,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
9588,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,27
9592,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,79
9609,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
9619,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
9630,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
9661,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,47
9737,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
9742,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
9756,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
9762,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,140
9803,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
9812,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,37
9814,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
9846,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,58
9875,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,65
9890,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
9892,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
9935,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
9982,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
10009,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
10106,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
10119,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10182,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
10193,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,50
10210,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
10213,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
10241,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10242,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
10266,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
10274,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
10275,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,65
10277,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,76
10310,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,56
10325,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
10352,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
10364,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,51
10378,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
10387,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,31
10393,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
10398,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,40
10402,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
10522,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
10524,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
10541,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,37
10551,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,44
10558,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,45
10569,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
10581,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,750
10592,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
10609,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10615,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
10655,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,80
10664,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,65
10670,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,71
10674,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
10679,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
10681,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,65
10701,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
10716,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,55
10722,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
10730,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
10747,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,75
10763,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10766,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
10779,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
10788,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,65
10794,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,110
10807,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,46
10822,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,35
10831,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
10834,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
10835,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,52
10867,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,60
10884,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10902,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,33
10925,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
10955,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
10971,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
10972,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
10973,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
10995,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,86
11029,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,55
11033,Brooklyn,Guest suite,Private room,1,1.0,1,1,Real Bed,110
11071,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
11083,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
11104,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
11106,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,115
11113,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,100
11123,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
11137,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
11160,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,300
11187,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,125
11214,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,106
11220,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11247,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,68
11250,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
11253,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,64
11278,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,95
11279,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,60
11280,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
11346,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
11353,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,30
11393,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
11414,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
11434,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11474,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
11477,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
11481,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,68
11526,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,108
11541,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
11546,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,103
11547,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
11549,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,110
11564,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,146
11567,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
11592,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11604,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,25
11630,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,90
11642,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
11648,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11652,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
11654,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
11699,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
11701,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
11704,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,54
11721,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,85
11724,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
11734,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
11752,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
11773,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11796,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
11826,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,89
11839,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
11844,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
11874,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
11876,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,55
11886,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
11888,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
11894,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
11896,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
11908,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
11916,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,62
11972,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
12002,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12027,Brooklyn,House,Private room,1,1.0,1,2,Real Bed,180
12062,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,50
12076,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
12082,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
12093,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,52
12094,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,600
12124,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
12126,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
12138,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
12159,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,80
12165,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,99
12180,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,25
12208,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,41
12257,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12292,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
12346,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
12361,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
12368,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12374,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
12384,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12392,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
12411,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12418,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,66
12425,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
12440,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
12446,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
12473,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
12507,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12514,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,63
12544,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,44
12548,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12554,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,41
12577,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
12601,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,66
12619,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
12633,Brooklyn,Apartment,Private room,1,1.0,1,1,Futon,35
12644,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
12656,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,140
12668,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12698,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
12716,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
12723,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12742,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12773,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
12796,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12801,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
12804,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12818,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
12864,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
12889,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,44
12893,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,59
12896,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
12942,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
12959,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
12962,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
12968,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
13010,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
13018,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13032,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
13062,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
13103,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,40
13145,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,31
13146,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,52
13169,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
13201,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,52
13202,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13212,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
13225,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13231,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
13235,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,48
13238,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
13251,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
13254,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,35
13259,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13266,Brooklyn,Apartment,Private room,1,1.0,1,1,Pull-out Sofa,60
13268,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
13276,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,119
13277,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,77
13333,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
13334,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,77
13337,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13357,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13422,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,32
13443,Brooklyn,Condominium,Private room,1,1.0,1,1,Real Bed,49
13456,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
13458,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
13471,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
13474,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13493,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,63
13499,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
13527,Brooklyn,House,Private room,1,1.0,1,1,Futon,42
13605,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
13608,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,79
13643,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,69
13648,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,38
13653,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13655,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
13661,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13676,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13692,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13696,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,36
13704,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,55
13740,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13786,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
13820,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13852,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13866,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
13867,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,50
13904,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
13908,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13932,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,98
13951,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13952,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
13959,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
13964,Brooklyn,Bed and breakfast,Private room,1,1.0,1,1,Real Bed,90
13993,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13994,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
13998,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
14005,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,25
14043,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,40
14058,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
14059,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,88
14070,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
14134,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
14146,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
14154,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
14165,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,30
14178,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
14181,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,75
14202,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
14235,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
14238,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
14241,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
14262,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,150
14263,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
14278,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,60
14286,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
14306,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,98
14317,Brooklyn,Condominium,Private room,1,1.0,1,1,Real Bed,45
14320,Brooklyn,Apartment,Private room,1,1.0,1,2,Real Bed,60
14322,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,77
14382,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,67
14383,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,75
14396,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,180
14406,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,41
14441,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
14498,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
14504,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,100
14541,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
14546,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,59
14565,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,35
14579,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,135
14618,Brooklyn,Apartment,Private room,1,1.0,1,1,Pull-out Sofa,75
14666,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
14697,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,42
14713,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
14821,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,70
14864,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
14871,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
14874,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
14890,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,49
14891,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,135
14931,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
14940,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,40
14950,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
14955,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,45
15012,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,400
15025,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,80
15037,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,40
15050,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,65
15052,Brooklyn,House,Private room,1,1.0,1,1,Pull-out Sofa,75
15061,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
15069,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,55
15085,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,118
15096,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,45
15099,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,125
15144,Brooklyn,Loft,Private room,1,1.0,1,1,Real Bed,35
15155,Brooklyn,Apartment,Private room,1,1.0,1,1,Airbed,50
15170,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,38
15172,Brooklyn,House,Private room,1,1.0,1,1,Real Bed,45
15188,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,50
15192,Brooklyn,Apartment,Private room,1,1.0,1,1,Real Bed,90
15205,Brooklyn,Townhouse,Private room,1,1.0,1,1,Real Bed,40
